ACCIDENT_TIME,DAY_OF_WEEK,LGA_NAME,Time,Region
1:44:00,Friday,GREATER GEELONG,1,Country
20:52:00,Saturday,MORELAND,20,Metro
22:20:00,Saturday,MOYNE,22,Country
1:28:00,Sunday,GREATER GEELONG,1,Country
1:10:00,Sunday,BRIMBANK,1,Metro
21:50:00,Friday,BANYULE,21,Metro
5:15:00,Sunday,MAROONDAH,5,Metro
17:22:00,Thursday,BRIMBANK,17,Metro
19:00:00,Thursday,YARRA,19,Metro
14:30:00,Thursday,WYNDHAM,14,Metro
17:40:00,Thursday,PORT PHILLIP,17,Metro
14:47:00,Thursday,WYNDHAM,14,Metro
18:05:00,Thursday,LATROBE,18,Country
17:50:00,Thursday,YARRA,17,Metro
16:50:00,Thursday,YARRA,16,Metro
17:30:00,Thursday,WYNDHAM,17,Metro
5:36:00,Friday,MONASH,5,Metro
16:20:00,Friday,KNOX,16,Metro
11:45:00,Tuesday,MOORABOOL,11,Country
18:15:00,Sunday,PORT PHILLIP,18,Metro
15:35:00,Monday,STONNINGTON,15,Metro
15:45:00,Wednesday,MANNINGHAM,15,Metro
8:10:00,Tuesday,MONASH,8,Metro
15:30:00,Wednesday,MELBOURNE,15,Metro
18:45:00,Wednesday,YARRA RANGES,18,Metro
22:02:00,Sunday,MORNINGTON PENINSULA,22,Metro
16:30:00,Wednesday,MONASH,16,Metro
16:40:00,Wednesday,MELBOURNE,16,Metro
16:45:00,Sunday,MELTON,16,Metro
19:25:00,Wednesday,HUME,19,Metro
16:45:00,Wednesday,WYNDHAM,16,Metro
22:17:00,Wednesday,BRIMBANK,22,Metro
6:30:00,Wednesday,CASEY,6,Metro
15:55:00,Monday,CARDINIA,15,Metro
11:00:00,Saturday,BAYSIDE,11,Metro
15:45:00,Monday,WHITEHORSE,15,Metro
14:45:00,Monday,GREATER GEELONG,14,Country
17:35:00,Monday,MAROONDAH,17,Metro
9:00:00,Monday,KNOX,9,Metro
17:56:00,Monday,MELTON,17,Metro
14:40:00,Monday,CASEY,14,Metro
16:10:00,Monday,WELLINGTON,16,Country
18:40:00,Monday,CASEY,18,Metro
17:58:00,Monday,STONNINGTON,17,Metro
15:33:00,Monday,GREATER SHEPPARTON,15,Country
15:30:00,Monday,WYNDHAM,15,Metro
13:30:00,Saturday,BENALLA,13,Country
7:50:00,Sunday,MOONEE VALLEY,7,Metro
8:00:00,Sunday,SURF COAST,8,Country
21:20:00,Thursday,BAYSIDE,21,Metro
9:10:00,Saturday,MURRINDINDI,9,Country
10:42:00,Sunday,BRIMBANK,10,Metro
10:42:00,Sunday,WHITEHORSE,10,Metro
9:24:00,Sunday,WHITTLESEA,9,Metro
10:57:00,Sunday,MELBOURNE,10,Metro
12:45:00,Sunday,MONASH,12,Metro
7:45:00,Tuesday,NILLUMBIK,7,Metro
16:55:00,Friday,YARRA RANGES,16,Metro
17:00:00,Saturday,WHITEHORSE,17,Metro
15:00:00,Saturday,MELBOURNE,15,Metro
16:15:00,Saturday,GREATER DANDENONG,16,Metro
18:20:00,Friday,GLEN EIRA,18,Metro
19:45:00,Saturday,MELBOURNE,19,Metro
12:10:00,Sunday,HUME,12,Metro
16:00:00,Saturday,COLAC OTWAY,16,Country
18:15:00,Saturday,MELBOURNE,18,Metro
15:57:00,Saturday,WHITTLESEA,15,Metro
21:05:00,Saturday,GREATER SHEPPARTON,21,Country
17:50:00,Saturday,WYNDHAM,17,Metro
23:30:00,Saturday,MELBOURNE,23,Metro
23:40:00,Saturday,YARRA RANGES,23,Metro
5:20:00,Wednesday,WODONGA,5,Country
22:54:00,Wednesday,MONASH,22,Metro
2:00:00,Thursday,MORNINGTON PENINSULA,2,Metro
2:50:00,Thursday,GREATER DANDENONG,2,Metro
17:25:00,Monday,GLEN EIRA,17,Metro
17:37:00,Monday,MONASH,17,Metro
5:20:00,Thursday,MELTON,5,Metro
16:30:00,Wednesday,PORT PHILLIP,16,Metro
17:30:00,Saturday,INDIGO,17,Country
9:06:00,Thursday,HOBSONS BAY,9,Metro
9:25:00,Wednesday,CASEY,9,Metro
9:45:00,Thursday,BASS COAST,9,Country
8:05:00,Wednesday,DAREBIN,8,Metro
18:59:00,Sunday,GLEN EIRA,18,Metro
20:30:00,Monday,CARDINIA,20,Metro
17:45:00,Monday,YARRA,17,Metro
15:31:00,Monday,HOBSONS BAY,15,Metro
8:00:00,Monday,GREATER DANDENONG,8,Metro
16:35:00,Sunday,MELBOURNE,16,Metro
7:15:00,Thursday,WYNDHAM,7,Metro
11:00:00,Friday,GREATER GEELONG,11,Country
8:15:00,Tuesday,MELBOURNE,8,Metro
19:30:00,Monday,STRATHBOGIE,19,Country
8:37:00,Monday,NILLUMBIK,8,Metro
11:50:00,Monday,WYNDHAM,11,Metro
10:30:00,Tuesday,GREATER DANDENONG,10,Metro
16:20:00,Sunday,BALLARAT,16,Country
15:50:00,Sunday,MAROONDAH,15,Metro
14:30:00,Sunday,MITCHELL,14,Country
16:20:00,Sunday,FRANKSTON,16,Metro
16:40:00,Sunday,WHITTLESEA,16,Metro
19:30:00,Wednesday,GREATER DANDENONG,19,Metro
17:20:00,Sunday,BALLARAT,17,Country
19:30:00,Sunday,WYNDHAM,19,Metro
9:30:00,Sunday,MORNINGTON PENINSULA,9,Metro
18:20:00,Sunday,YARRA,18,Metro
1:00:00,Sunday,HORSHAM,1,Country
20:48:00,Sunday,GREATER DANDENONG,20,Metro
21:32:00,Sunday,MORNINGTON PENINSULA,21,Metro
21:13:00,Friday,COLAC OTWAY,21,Country
1:20:00,Sunday,GLEN EIRA,1,Metro
1:10:00,Sunday,BRIMBANK,1,Metro
16:47:00,Tuesday,STONNINGTON,16,Metro
5:38:00,Sunday,CAMPASPE,5,Country
12:30:00,Saturday,GREATER GEELONG,12,Country
11:08:00,Sunday,HUME,11,Metro
10:30:00,Sunday,SOUTH GIPPSLAND,10,Country
12:45:00,Sunday,MONASH,12,Metro
8:53:00,Saturday,HOBSONS BAY,8,Metro
17:25:00,Thursday,GLEN EIRA,17,Metro
8:20:00,Wednesday,ARARAT,8,Country
11:27:00,Thursday,PORT PHILLIP,11,Metro
22:30:00,Wednesday,PORT PHILLIP,22,Metro
11:40:00,Thursday,BALLARAT,11,Country
12:55:00,Thursday,EAST GIPPSLAND,12,Country
15:00:00,Tuesday,WHITTLESEA,15,Metro
11:50:00,Thursday,HUME,11,Metro
8:08:00,Wednesday,DAREBIN,8,Metro
13:00:00,Thursday,CASEY,13,Metro
22:00:00,Friday,BRIMBANK,22,Metro
16:45:00,Monday,CASEY,16,Metro
8:25:00,Thursday,YARRA,8,Metro
13:05:00,Thursday,HOBSONS BAY,13,Metro
11:12:00,Tuesday,YARRA,11,Metro
15:30:00,Friday,MORELAND,15,Metro
14:50:00,Monday,BRIMBANK,14,Metro
12:25:00,Friday,MOIRA,12,Country
14:30:00,Friday,MELTON,14,Metro
13:20:00,Tuesday,MELBOURNE,13,Metro
8:15:00,Monday,MARIBYRNONG,8,Metro
12:00:00,Thursday,HUME,12,Metro
12:15:00,Monday,KINGSTON,12,Metro
16:00:00,Thursday,NILLUMBIK,16,Metro
17:50:00,Friday,BRIMBANK,17,Metro
16:25:00,Monday,STRATHBOGIE,16,Country
15:12:00,Tuesday,MELBOURNE,15,Metro
0:29:00,Monday,YARRA,0,Metro
1:00:00,Sunday,CARDINIA,1,Metro
9:40:00,Sunday,HOBSONS BAY,9,Metro
1:30:00,Sunday,MARIBYRNONG,1,Metro
14:47:00,Saturday,CASEY,14,Metro
21:25:00,Saturday,GREATER DANDENONG,21,Metro
6:44:00,Monday,MELBOURNE,6,Metro
8:38:00,Monday,MELBOURNE,8,Metro
8:00:00,Monday,YARRA RANGES,8,Metro
17:45:00,Wednesday,MARIBYRNONG,17,Metro
8:05:00,Monday,BANYULE,8,Metro
9:11:00,Sunday,MARIBYRNONG,9,Metro
8:45:00,Thursday,MORELAND,8,Metro
13:19:00,Sunday,MURRINDINDI,13,Country
18:00:00,Tuesday,BAW BAW,18,Country
14:45:00,Sunday,MOORABOOL,14,Country
14:30:00,Sunday,MURRINDINDI,14,Country
7:30:00,Friday,NILLUMBIK,7,Metro
5:20:00,Sunday,MURRINDINDI,5,Country
15:45:00,Thursday,MORNINGTON PENINSULA,15,Metro
18:00:00,Thursday,MORELAND,18,Metro
11:00:00,Saturday,WELLINGTON,11,Country
13:00:00,Thursday,WARRNAMBOOL,13,Country
17:00:00,Thursday,GLEN EIRA,17,Metro
21:30:00,Friday,MELTON,21,Metro
19:17:00,Wednesday,MELTON,19,Metro
17:52:00,Thursday,STONNINGTON,17,Metro
13:00:00,Thursday,FRANKSTON,13,Metro
18:20:00,Thursday,BALLARAT,18,Country
18:20:00,Thursday,MELBOURNE,18,Metro
10:55:00,Sunday,MOONEE VALLEY,10,Metro
12:40:00,Thursday,EAST GIPPSLAND,12,Country
21:00:00,Saturday,SURF COAST,21,Country
19:03:00,Tuesday,BAYSIDE,19,Metro
18:40:00,Monday,MONASH,18,Metro
18:15:00,Monday,EAST GIPPSLAND,18,Country
15:30:00,Tuesday,BENALLA,15,Country
0:01:00,Tuesday,PORT PHILLIP,0,Metro
14:40:00,Saturday,STONNINGTON,14,Metro
15:00:00,Thursday,KINGSTON,15,Metro
18:25:00,Monday,GREATER SHEPPARTON,18,Country
16:00:00,Sunday,KNOX,16,Metro
21:05:00,Tuesday,BALLARAT,21,Country
15:35:00,Tuesday,HUME,15,Metro
15:35:00,Tuesday,MANNINGHAM,15,Metro
15:20:00,Monday,MORELAND,15,Metro
10:27:00,Monday,LATROBE,10,Country
11:57:00,Monday,PORT PHILLIP,11,Metro
10:00:00,Sunday,MANNINGHAM,10,Metro
15:17:00,Wednesday,MONASH,15,Metro
10:40:00,Monday,BOROONDARA,10,Metro
12:40:00,Monday,GREATER GEELONG,12,Country
16:00:00,Monday,WHITEHORSE,16,Metro
13:15:00,Monday,MORNINGTON PENINSULA,13,Metro
15:27:00,Monday,MORNINGTON PENINSULA,15,Metro
15:20:00,Sunday,EAST GIPPSLAND,15,Country
17:51:00,Monday,CASEY,17,Metro
10:30:00,Saturday,MARIBYRNONG,10,Metro
16:15:00,Sunday,BRIMBANK,16,Metro
20:45:00,Tuesday,MILDURA,20,Country
21:44:00,Sunday,MANNINGHAM,21,Metro
21:40:00,Sunday,MOONEE VALLEY,21,Metro
22:40:00,Sunday,EAST GIPPSLAND,22,Country
0:10:00,Monday,KINGSTON,0,Metro
0:45:00,Monday,CARDINIA,0,Metro
5:45:00,Thursday,CASEY,5,Metro
5:45:00,Monday,PORT PHILLIP,5,Metro
8:20:00,Monday,BANYULE,8,Metro
8:00:00,Monday,MELBOURNE,8,Metro
8:30:00,Monday,CASEY,8,Metro
8:39:00,Monday,BRIMBANK,8,Metro
16:00:00,Monday,MURRINDINDI,16,Country
20:30:00,Thursday,GREATER DANDENONG,20,Metro
16:25:00,Thursday,YARRA RANGES,16,Metro
16:45:00,Thursday,FRANKSTON,16,Metro
17:00:00,Wednesday,WANGARATTA,17,Country
21:15:00,Thursday,MILDURA,21,Country
17:00:00,Thursday,GREATER GEELONG,17,Country
20:45:00,Thursday,WHITTLESEA,20,Metro
23:00:00,Thursday,MELBOURNE,23,Metro
21:00:00,Thursday,YARRA RANGES,21,Metro
20:50:00,Thursday,MORELAND,20,Metro
6:30:00,Tuesday,BRIMBANK,6,Metro
6:08:00,Friday,HOBSONS BAY,6,Metro
16:25:00,Tuesday,PYRENEES,16,Country
19:55:00,Tuesday,SWAN HILL,19,Country
20:48:00,Tuesday,HUME,20,Metro
18:30:00,Monday,CASEY,18,Metro
16:41:00,Tuesday,CASEY,16,Metro
22:20:00,Tuesday,MACEDON RANGES,22,Country
22:27:00,Tuesday,KINGSTON,22,Metro
19:10:00,Wednesday,YARRA,19,Metro
6:13:00,Tuesday,GREATER DANDENONG,6,Metro
6:30:00,Wednesday,MOORABOOL,6,Country
7:00:00,Wednesday,KNOX,7,Metro
8:00:00,Tuesday,MELBOURNE,8,Metro
20:45:00,Monday,WHITEHORSE,20,Metro
20:02:00,Monday,PORT PHILLIP,20,Metro
21:55:00,Monday,MELBOURNE,21,Metro
21:55:00,Monday,MELBOURNE,21,Metro
17:01:00,Sunday,BRIMBANK,17,Metro
14:34:00,Monday,WYNDHAM,14,Metro
21:05:00,Sunday,MOONEE VALLEY,21,Metro
18:56:00,Monday,NORTHERN GRAMPIANS,18,Country
23:55:00,Monday,BRIMBANK,23,Metro
23:40:00,Monday,MARIBYRNONG,23,Metro
14:00:00,Monday,KINGSTON,14,Metro
8:30:00,Monday,GREATER GEELONG,8,Country
8:10:00,Tuesday,GREATER SHEPPARTON,8,Country
4:50:00,Monday,GREATER SHEPPARTON,4,Country
8:15:00,Monday,WHITEHORSE,8,Metro
19:05:00,Sunday,BRIMBANK,19,Metro
15:30:00,Monday,GREATER SHEPPARTON,15,Country
11:51:00,Sunday,WHITEHORSE,11,Metro
23:00:00,Monday,YARRA,23,Metro
7:51:00,Monday,BRIMBANK,7,Metro
8:24:00,Monday,YARRA,8,Metro
16:45:00,Sunday,GLEN EIRA,16,Metro
13:00:00,Sunday,GREATER BENDIGO,13,Country
8:22:00,Sunday,MAROONDAH,8,Metro
9:35:00,Monday,DAREBIN,9,Metro
15:30:00,Tuesday,KNOX,15,Metro
4:50:00,Friday,WHITEHORSE,4,Metro
6:20:00,Thursday,NILLUMBIK,6,Metro
12:05:00,Thursday,GREATER DANDENONG,12,Metro
7:30:00,Thursday,BOROONDARA,7,Metro
10:00:00,Friday,CASEY,10,Metro
9:45:00,Friday,MELBOURNE,9,Metro
16:50:00,Monday,KNOX,16,Metro
10:00:00,Thursday,MORELAND,10,Metro
17:15:00,Thursday,MORNINGTON PENINSULA,17,Metro
14:00:00,Thursday,YARRA RANGES,14,Metro
14:30:00,Wednesday,YARRA,14,Metro
11:30:00,Friday,SOUTH GIPPSLAND,11,Country
8:30:00,Friday,ARARAT,8,Country
7:45:00,Wednesday,MONASH,7,Metro
9:40:00,Wednesday,STONNINGTON,9,Metro
23:30:00,Monday,BULOKE,23,Country
8:50:00,Wednesday,PORT PHILLIP,8,Metro
9:30:00,Thursday,MELBOURNE,9,Metro
11:30:00,Friday,MOONEE VALLEY,11,Metro
8:35:00,Wednesday,BULOKE,8,Country
8:04:00,Tuesday,GREATER GEELONG,8,Country
13:35:00,Wednesday,STONNINGTON,13,Metro
18:30:00,Monday,PORT PHILLIP,18,Metro
12:20:00,Wednesday,KNOX,12,Metro
7:25:00,Tuesday,GREATER GEELONG,7,Country
16:45:00,Wednesday,GREATER GEELONG,16,Country
7:41:00,Tuesday,YARRA,7,Metro
14:00:00,Tuesday,MORELAND,14,Metro
20:00:00,Tuesday,BULOKE,20,Country
17:40:00,Monday,MELBOURNE,17,Metro
15:45:00,Wednesday,WHITEHORSE,15,Metro
9:30:00,Tuesday,CARDINIA,9,Metro
8:10:00,Tuesday,CARDINIA,8,Metro
9:18:00,Monday,KINGSTON,9,Metro
18:40:00,Monday,DAREBIN,18,Metro
10:15:00,Tuesday,KNOX,10,Metro
8:40:00,Tuesday,MAROONDAH,8,Metro
9:55:00,Monday,WHITEHORSE,9,Metro
15:00:00,Monday,STONNINGTON,15,Metro
11:00:00,Tuesday,BRIMBANK,11,Metro
8:30:00,Monday,YARRA,8,Metro
16:24:00,Saturday,WHITEHORSE,16,Metro
9:50:00,Monday,GREATER GEELONG,9,Country
13:15:00,Monday,YARRA,13,Metro
12:05:00,Monday,STRATHBOGIE,12,Country
13:00:00,Monday,BASS COAST,13,Country
15:00:00,Monday,BALLARAT,15,Country
14:30:00,Monday,CORANGAMITE,14,Country
8:45:00,Monday,MANNINGHAM,8,Metro
15:30:00,Monday,WYNDHAM,15,Metro
23:40:00,Tuesday,MANNINGHAM,23,Metro
14:55:00,Monday,CORANGAMITE,14,Country
15:00:00,Monday,MORNINGTON PENINSULA,15,Metro
13:00:00,Friday,EAST GIPPSLAND,13,Country
9:10:00,Monday,EAST GIPPSLAND,9,Country
14:00:00,Friday,MOYNE,14,Country
8:30:00,Friday,KNOX,8,Metro
8:00:00,Monday,GLEN EIRA,8,Metro
17:50:00,Friday,BAYSIDE,17,Metro
17:45:00,Friday,WYNDHAM,17,Metro
19:30:00,Friday,BALLARAT,19,Country
16:10:00,Friday,HUME,16,Metro
13:30:00,Friday,MELBOURNE,13,Metro
17:55:00,Friday,KINGSTON,17,Metro
14:30:00,Friday,MARIBYRNONG,14,Metro
10:50:00,Thursday,KINGSTON,10,Metro
13:45:00,Wednesday,BRIMBANK,13,Metro
11:50:00,Thursday,WYNDHAM,11,Metro
17:00:00,Wednesday,BALLARAT,17,Country
15:20:00,Wednesday,MITCHELL,15,Country
17:15:00,Wednesday,MELBOURNE,17,Metro
13:20:00,Tuesday,MONASH,13,Metro
18:10:00,Wednesday,GREATER GEELONG,18,Country
17:34:00,Tuesday,WHITTLESEA,17,Metro
15:36:00,Wednesday,HOBSONS BAY,15,Metro
8:50:00,Thursday,MONASH,8,Metro
21:15:00,Tuesday,MORELAND,21,Metro
22:34:00,Tuesday,CASEY,22,Metro
22:11:00,Wednesday,STONNINGTON,22,Metro
10:05:00,Tuesday,MORNINGTON PENINSULA,10,Metro
18:00:00,Thursday,YARRA,18,Metro
10:00:00,Tuesday,MOONEE VALLEY,10,Metro
8:15:00,Tuesday,BASS COAST,8,Country
12:07:00,Monday,WYNDHAM,12,Metro
8:14:00,Tuesday,MELTON,8,Metro
10:00:00,Sunday,SURF COAST,10,Country
9:43:00,Tuesday,FRANKSTON,9,Metro
14:00:00,Wednesday,WHITEHORSE,14,Metro
14:15:00,Tuesday,WYNDHAM,14,Metro
18:00:00,Monday,CARDINIA,18,Metro
7:22:00,Tuesday,MELBOURNE,7,Metro
13:30:00,Monday,GREATER BENDIGO,13,Country
15:00:00,Monday,GREATER GEELONG,15,Country
10:30:00,Monday,BANYULE,10,Metro
15:38:00,Monday,KNOX,15,Metro
14:50:00,Monday,BANYULE,14,Metro
16:45:00,Monday,COLAC OTWAY,16,Country
14:15:00,Monday,MAROONDAH,14,Metro
18:18:00,Monday,GREATER SHEPPARTON,18,Country
10:50:00,Monday,BOROONDARA,10,Metro
16:00:00,Monday,YARRA RANGES,16,Metro
18:22:00,Sunday,MONASH,18,Metro
16:15:00,Monday,MILDURA,16,Country
13:40:00,Sunday,KNOX,13,Metro
18:30:00,Monday,GREATER GEELONG,18,Country
20:42:00,Thursday,MAROONDAH,20,Metro
7:20:00,Thursday,MORELAND,7,Metro
18:00:00,Friday,GREATER GEELONG,18,Country
22:50:00,Thursday,MORNINGTON PENINSULA,22,Metro
19:45:00,Thursday,HUME,19,Metro
22:20:00,Friday,BAW BAW,22,Country
5:29:00,Friday,MELBOURNE,5,Metro
1:12:00,Saturday,WHITEHORSE,1,Metro
11:00:00,Thursday,YARRA RANGES,11,Metro
15:00:00,Thursday,WARRNAMBOOL,15,Country
2:00:00,Saturday,BALLARAT,2,Country
3:30:00,Monday,YARRA,3,Metro
22:30:00,Thursday,BALLARAT,22,Country
6:30:00,Friday,DAREBIN,6,Metro
8:00:00,Tuesday,MORELAND,8,Metro
13:37:00,Wednesday,CARDINIA,13,Metro
15:15:00,Sunday,GLEN EIRA,15,Metro
5:40:00,Thursday,MOIRA,5,Country
15:30:00,Sunday,CASEY,15,Metro
8:50:00,Wednesday,BALLARAT,8,Country
8:10:00,Thursday,YARRA,8,Metro
17:20:00,Thursday,BRIMBANK,17,Metro
6:20:00,Wednesday,BRIMBANK,6,Metro
12:45:00,Saturday,GREATER DANDENONG,12,Metro
7:51:00,Thursday,GREATER DANDENONG,7,Metro
8:05:00,Thursday,GREATER GEELONG,8,Country
14:25:00,Tuesday,HUME,14,Metro
15:45:00,Monday,WHITEHORSE,15,Metro
13:40:00,Tuesday,GREATER GEELONG,13,Country
10:30:00,Tuesday,BALLARAT,10,Country
16:05:00,Tuesday,MOIRA,16,Country
14:50:00,Tuesday,KINGSTON,14,Metro
17:25:00,Tuesday,GREATER GEELONG,17,Country
16:00:00,Tuesday,BALLARAT,16,Country
14:37:00,Monday,KNOX,14,Metro
12:15:00,Tuesday,YARRA,12,Metro
10:40:00,Tuesday,CASEY,10,Metro
18:45:00,Tuesday,YARRA,18,Metro
4:25:00,Tuesday,CASEY,4,Metro
17:30:00,Monday,GREATER GEELONG,17,Country
17:35:00,Monday,GREATER GEELONG,17,Country
0:30:00,Tuesday,GREATER BENDIGO,0,Country
13:25:00,Sunday,KNOX,13,Metro
21:25:00,Monday,BALLARAT,21,Country
22:00:00,Monday,SURF COAST,22,Country
1:25:00,Tuesday,STONNINGTON,1,Metro
9:00:00,Sunday,DAREBIN,9,Metro
17:15:00,Friday,MILDURA,17,Country
17:15:00,Thursday,MAROONDAH,17,Metro
6:15:00,Tuesday,GREATER GEELONG,6,Country
12:05:00,Monday,KINGSTON,12,Metro
22:25:00,Sunday,BOROONDARA,22,Metro
15:00:00,Saturday,BOROONDARA,15,Metro
10:40:00,Saturday,YARRA RANGES,10,Metro
8:07:00,Saturday,MELBOURNE,8,Metro
11:15:00,Saturday,KINGSTON,11,Metro
9:23:00,Saturday,KINGSTON,9,Metro
10:50:00,Saturday,TOWONG,10,Country
11:05:00,Saturday,STONNINGTON,11,Metro
7:40:00,Tuesday,BOROONDARA,7,Metro
14:30:00,Thursday,MELTON,14,Metro
4:00:00,Saturday,SOUTHERN GRAMPIANS,4,Country
16:20:00,Wednesday,CASEY,16,Metro
12:20:00,Saturday,MELBOURNE,12,Metro
9:30:00,Wednesday,WANGARATTA,9,Country
9:45:00,Thursday,DAREBIN,9,Metro
8:30:00,Thursday,WYNDHAM,8,Metro
8:54:00,Thursday,WYNDHAM,8,Metro
11:50:00,Thursday,GREATER GEELONG,11,Country
7:30:00,Thursday,FRANKSTON,7,Metro
11:55:00,Thursday,WYNDHAM,11,Metro
10:25:00,Wednesday,MELBOURNE,10,Metro
14:10:00,Thursday,NORTHERN GRAMPIANS,14,Country
13:02:00,Thursday,HUME,13,Metro
13:58:00,Thursday,MELBOURNE,13,Metro
7:30:00,Thursday,MELBOURNE,7,Metro
11:50:00,Thursday,MELTON,11,Metro
20:45:00,Tuesday,MANNINGHAM,20,Metro
15:45:00,Tuesday,CASEY,15,Metro
14:17:00,Monday,HUME,14,Metro
20:42:00,Tuesday,KINGSTON,20,Metro
22:55:00,Friday,MONASH,22,Metro
22:00:00,Tuesday,MORNINGTON PENINSULA,22,Metro
19:10:00,Tuesday,KINGSTON,19,Metro
20:20:00,Tuesday,MARIBYRNONG,20,Metro
14:00:00,Thursday,CAMPASPE,14,Country
21:00:00,Monday,GREATER BENDIGO,21,Country
6:35:00,Wednesday,GREATER DANDENONG,6,Metro
6:50:00,Wednesday,WHITEHORSE,6,Metro
8:15:00,Wednesday,WHITEHORSE,8,Metro
8:00:00,Tuesday,MONASH,8,Metro
8:10:00,Tuesday,BOROONDARA,8,Metro
10:00:00,Tuesday,MORNINGTON PENINSULA,10,Metro
8:32:00,Tuesday,BALLARAT,8,Country
16:00:00,Friday,EAST GIPPSLAND,16,Country
12:45:00,Tuesday,HUME,12,Metro
11:45:00,Tuesday,SURF COAST,11,Country
12:15:00,Friday,BOROONDARA,12,Metro
9:00:00,Tuesday,MILDURA,9,Country
8:30:00,Tuesday,MANNINGHAM,8,Metro
17:00:00,Monday,MURRINDINDI,17,Country
17:00:00,Wednesday,MORELAND,17,Metro
8:20:00,Monday,HUME,8,Metro
12:45:00,Saturday,WYNDHAM,12,Metro
13:15:00,Saturday,MONASH,13,Metro
14:40:00,Saturday,BAYSIDE,14,Metro
12:22:00,Saturday,WYNDHAM,12,Metro
14:20:00,Saturday,HUME,14,Metro
15:47:00,Saturday,YARRA RANGES,15,Metro
14:00:00,Saturday,GREATER DANDENONG,14,Metro
17:50:00,Saturday,GREATER GEELONG,17,Country
18:45:00,Saturday,BANYULE,18,Metro
16:40:00,Saturday,BRIMBANK,16,Metro
17:20:00,Saturday,FRANKSTON,17,Metro
15:12:00,Saturday,GREATER GEELONG,15,Country
19:50:00,Friday,WYNDHAM,19,Metro
21:50:00,Sunday,GREATER SHEPPARTON,21,Country
14:05:00,Wednesday,MACEDON RANGES,14,Country
15:21:00,Tuesday,KNOX,15,Metro
16:30:00,Thursday,GLEN EIRA,16,Metro
17:15:00,Thursday,MONASH,17,Metro
17:30:00,Friday,GREATER DANDENONG,17,Metro
18:20:00,Thursday,MELBOURNE,18,Metro
15:01:00,Thursday,BANYULE,15,Metro
18:00:00,Wednesday,MORNINGTON PENINSULA,18,Metro
17:00:00,Monday,GREATER DANDENONG,17,Metro
18:40:00,Thursday,BANYULE,18,Metro
19:40:00,Thursday,MORELAND,19,Metro
18:37:00,Thursday,WYNDHAM,18,Metro
8:00:00,Tuesday,HOBSONS BAY,8,Metro
13:30:00,Monday,EAST GIPPSLAND,13,Country
8:30:00,Wednesday,MORELAND,8,Metro
13:00:00,Monday,EAST GIPPSLAND,13,Country
7:45:00,Wednesday,CAMPASPE,7,Country
11:04:00,Wednesday,HUME,11,Metro
7:56:00,Tuesday,WHITTLESEA,7,Metro
11:25:00,Wednesday,BAYSIDE,11,Metro
14:30:00,Monday,BAW BAW,14,Country
12:30:00,Wednesday,EAST GIPPSLAND,12,Country
20:30:00,Tuesday,GREATER GEELONG,20,Country
13:00:00,Wednesday,MONASH,13,Metro
8:14:00,Wednesday,MARIBYRNONG,8,Metro
14:00:00,Monday,MORNINGTON PENINSULA,14,Metro
13:03:00,Tuesday,WARRNAMBOOL,13,Country
8:37:00,Tuesday,HUME,8,Metro
13:55:00,Tuesday,BRIMBANK,13,Metro
14:00:00,Sunday,GLENELG,14,Country
16:05:00,Tuesday,BALLARAT,16,Country
12:59:00,Tuesday,HUME,12,Metro
8:30:00,Wednesday,BRIMBANK,8,Metro
15:50:00,Monday,YARRA RANGES,15,Metro
15:40:00,Tuesday,MELTON,15,Metro
20:50:00,Monday,YARRA,20,Metro
16:00:00,Tuesday,MORNINGTON PENINSULA,16,Metro
15:15:00,Tuesday,BAYSIDE,15,Metro
22:20:00,Saturday,BAW BAW,22,Country
22:23:00,Friday,FRANKSTON,22,Metro
19:20:00,Saturday,GLEN EIRA,19,Metro
0:08:00,Sunday,GREATER GEELONG,0,Country
22:30:00,Saturday,BANYULE,22,Metro
2:15:00,Sunday,BALLARAT,2,Country
5:43:00,Sunday,MONASH,5,Metro
6:40:00,Sunday,KINGSTON,6,Metro
0:40:00,Sunday,MONASH,0,Metro
13:55:00,Saturday,MOUNT ALEXANDER,13,Country
10:15:00,Sunday,MANNINGHAM,10,Metro
16:27:00,Sunday,STONNINGTON,16,Metro
18:51:00,Thursday,BRIMBANK,18,Metro
22:50:00,Thursday,WANGARATTA,22,Country
11:40:00,Wednesday,MOONEE VALLEY,11,Metro
5:45:00,Friday,CASEY,5,Metro
7:45:00,Thursday,BALLARAT,7,Country
7:30:00,Friday,MELBOURNE,7,Metro
8:50:00,Friday,GREATER GEELONG,8,Country
12:15:00,Thursday,KINGSTON,12,Metro
18:40:00,Wednesday,BANYULE,18,Metro
7:50:00,Friday,YARRA RANGES,7,Metro
8:05:00,Wednesday,GREATER GEELONG,8,Country
17:00:00,Friday,GREATER DANDENONG,17,Metro
14:30:00,Friday,YARRA,14,Metro
9:24:00,Wednesday,MARIBYRNONG,9,Metro
14:15:00,Thursday,WYNDHAM,14,Metro
17:30:00,Monday,WODONGA,17,Country
10:00:00,Friday,MORELAND,10,Metro
15:20:00,Sunday,BRIMBANK,15,Metro
13:15:00,Wednesday,HUME,13,Metro
13:43:00,Wednesday,BRIMBANK,13,Metro
15:00:00,Wednesday,KNOX,15,Metro
17:00:00,Tuesday,KNOX,17,Metro
17:30:00,Wednesday,GREATER BENDIGO,17,Country
